# Citizen Ledger — public employee compensation — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — Government Compensation in California, reporting year 2024, as filed by each employer
# Accounting basis: Positions as reported by each employer to the State Controller for the calendar year, including part-year and part-time positions
# Gate tier: AS FILED — AS FILED — UNRECONCILED. A published control exists and can never be reconciled to: the source is a live database with no as-of-date total, so there is no instant at which the two can be aligned
# Units: dollars; positions are positions, NOT persons
# Measured as: POSITIONS AS REPORTED BY EACH EMPLOYER TO THE STATE CONTROLLER FOR THE CALENDAR YEAR, INCLUDING PART-YEAR AND PART-TIME POSITIONS · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-25
# Exported: 2026-07-29
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A person holding two positions appears in two rows. This is a count of positions reported, never a headcount of people.
# retirement_includes_unfunded_liability is an employer-level reporting flag. Two identically-paid positions at two employers show different totals for a pure reporting reason, and the unfunded component is not separately reported, so it cannot be netted out.
# Do NOT compute an average or median over these rows. There is no hours or FTE field, and a quarter of city rows show pay below half the position's own stated minimum. See docs/V23A_COMPENSATION_BUILD_FINDING.md.
# Vintage: {'earliest': '2025-06-24', 'latest': '2026-07-22', 'staleMonths': 14, 'ageDaysAtBuild': 3}
slug,name,layer,county,positions_reported,total_wages_usd,retirement_and_health_usd,population,elected_positions,retirement_includes_unfunded_liability
district-woodlake-fire-protection-district-tulare,Woodlake Fire Protection District,district,Tulare,17,421727,106708,,3,false
district-woodlake-memorial-district-tulare,Woodlake Memorial District,district,Tulare,11,79695,0,,0,false
district-woodlake-schools-financing-authority-tulare,Woodlake Schools Financing Authority,district,Tulare,7,0,0,,0,false
district-woodland-ave-fire-protection-district-stanislaus,Woodland Ave Fire Protection District,district,Stanislaus,5,0,0,,0,false
district-woodland-davis-clean-water-agency-yolo,Woodland-Davis Clean Water Agency,district,Yolo,4,0,0,,0,false
district-woodside-fire-protection-district-san-mateo,Woodside Fire Protection District,district,San Mateo,68,13416043,3546705,,3,false
district-woodville-cemetery-district-tulare,Woodville Cemetery District,district,Tulare,7,127871,8670,,0,false
district-woodville-public-utility-district-tulare,Woodville Public Utility District,district,Tulare,11,170848,3751,,5,false
district-workforce-alliance-of-the-north-bay-napa,Workforce Alliance of the North Bay,district,Napa,17,622512,182112,,0,false
district-wrightwood-community-services-district-san-bernardino,Wrightwood Community Services District,district,San Bernardino,11,150735,0,,6,false
district-wyandotte-creek-groundwater-sustainability-agency-butte,Wyandotte Creek Groundwater Sustainability Agency,district,Butte,10,0,0,,0,false
district-wynola-water-district-san-diego,Wynola Water District,district,San Diego,11,20355,0,,6,false
district-yermo-community-services-district-san-bernardino,Yermo Community Services District,district,San Bernardino,9,39873,0,,6,false
district-yolo-county-flood-control-and-water-conservation-district-yolo,Yolo County Flood Control and Water Conservation District,district,Yolo,36,2326397,777501,,0,false
district-yolo-county-natural-community-conservation-plan-joint-powers-agency-yolo,Yolo County Natural Community Conservation Plan Joint Powers Agency,district,Yolo,7,0,0,,0,false
district-yolo-county-public-agencies-financing-authority-yolo,Yolo County Public Agencies Financing Authority,district,Yolo,3,0,0,,0,false
district-yolo-county-public-agency-risk-management-insurance-authority-yolo,Yolo County Public Agency Risk Management Insurance Authority,district,Yolo,13,709422,156705,,0,false
district-yolo-county-resource-conservation-district-yolo,Yolo County Resource Conservation District,district,Yolo,25,1183728,203573,,0,false
district-yolo-county-transportation-district-yolo,Yolo County Transportation District,district,Yolo,28,1677840,360865,,5,false
district-yolo-emergency-communications-agency-yolo,Yolo Emergency Communications Agency,district,Yolo,57,3707601,1022203,,0,false
district-yolo-fire-protection-district-yolo,Yolo Fire Protection District,district,Yolo,7,81802,4800,,3,false
district-yolo-subbasin-groundwater-agency-yolo,Yolo Subbasin Groundwater Agency,district,Yolo,26,0,0,,0,false
district-yolo-solano-air-quality-management-district-yolo,Yolo-Solano Air Quality Management District,district,Yolo,44,2738281,639451,,0,false
district-yorba-linda-water-district-orange,Yorba Linda Water District,district,Orange,94,9467965,2774789,,5,false
district-yorba-linda-water-district-financing-authority-orange,Yorba Linda Water District Financing Authority,district,Orange,5,0,0,,0,false
district-yosemite-area-regional-transportation-system-yarts-merced,Yosemite Area Regional Transportation System (YARTS),district,Merced,11,0,0,,0,false
district-yosemite-alpine-community-services-district-mariposa,Yosemite-Alpine Community Services District,district,Mariposa,4,0,0,,4,false
district-youth-ventures-joint-powers-authority-alameda,Youth Ventures Joint Powers Authority,district,Alameda,27,1117173,55000,,0,false
district-yuba-city-unified-school-district-financing-corporation-yuba,Yuba City Unified School District Financing Corporation,district,Yuba,7,0,0,,0,false
district-yuba-county-resource-conservation-district-yuba,Yuba County Resource Conservation District,district,Yuba,4,0,0,,0,false
district-yuba-county-rural-fire-joint-powers-agency-yuba,Yuba County Rural Fire Joint Powers Agency,district,Yuba,5,0,0,,0,false
district-yuba-county-water-agency-yuba,Yuba County Water Agency,district,Yuba,124,16810304,5438609,,0,false
district-yuba-levee-financing-authority-yuba,Yuba Levee Financing Authority,district,Yuba,4,0,0,,0,false
district-yuba-sutter-transit-authority-sutter,Yuba Sutter Transit Authority,district,Sutter,15,602650,204914,,0,false
district-yucaipa-valley-water-district-san-bernardino,Yucaipa Valley Water District,district,San Bernardino,83,7769437,2855098,,5,false
district-yucaipa-valley-water-district-financing-authority-san-bernardino,Yucaipa Valley Water District Financing Authority,district,San Bernardino,5,79957,27432,,0,false
district-yucca-valley-airport-district-san-bernardino,Yucca Valley Airport District,district,San Bernardino,5,0,0,,5,false
district-yuima-municipal-water-district-san-diego,Yuima Municipal Water District,district,San Diego,17,1005697,325965,,5,false
district-zamora-fire-protection-district-yolo,Zamora Fire Protection District,district,Yolo,5,0,0,,0,false
district-zayante-fire-protection-district-santa-cruz,Zayante Fire Protection District,district,Santa Cruz,33,269139,0,,5,false
district-zone-7-water-agency-alameda,Zone 7 Water Agency,district,Alameda,8,0,0,,8,false
k12-academy-for-academic-excellence,Academy for Academic Excellence,k12,San Bernardino,305,12904111,4543986,,4,false
k12-ackerman-charter,Ackerman Charter,k12,Placer,130,4799975,1380650,,5,false
k12-alameda-county-office-of-education,Alameda County Office of Education,k12,Alameda,613,34143222,8954456,,8,true
k12-alameda-unified,Alameda Unified,k12,Alameda,1591,90584824,22772254,,5,false
k12-albany-city-unified,Albany City Unified,k12,Alameda,850,38131680,14942947,,7,false
k12-alhambra-unified,Alhambra Unified,k12,Los Angeles,2358,131821750,52893861,,5,false
k12-alta-loma-elementary,Alta Loma Elementary,k12,San Bernardino,1211,49469406,16933187,,5,false
k12-alview-dairyland-union-elementary,Alview-Dairyland Union Elementary,k12,Madera,63,3336483,1432759,,5,false
k12-anderson-union-high,Anderson Union High,k12,Shasta,305,12592355,4575560,,5,false
k12-antioch-unified,Antioch Unified,k12,Contra Costa,2669,163577166,56016990,,7,false
k12-apple-valley-unified,Apple Valley Unified,k12,San Bernardino,2878,137956746,54576295,,5,false
k12-arcadia-unified,Arcadia Unified,k12,Los Angeles,1616,100476949,25490161,,6,false
k12-architecture-construction-engineering-charter-high-ace,"Architecture, Construction & Engineering Charter High (ACE)",k12,Ventura,51,1612367,502463,,6,false
k12-armona-union-elementary,Armona Union Elementary,k12,Kings,303,9670816,3735373,,5,false
k12-astronaut-jose-m-hernandez-academy,Astronaut Jose' M. Hernandez Academy,k12,San Joaquin,62,1914758,304396,,0,false
k12-azusa-unified,Azusa Unified,k12,Los Angeles,1394,77562873,21092561,,5,false
k12-bridges-charter,BRIDGES Charter,k12,Ventura,83,2790692,906952,,5,false
k12-bakersfield-city,Bakersfield City,k12,Kern,4875,328252656,131085620,,6,true
k12-baldwin-park-unified,Baldwin Park Unified,k12,Los Angeles,2560,150329993,49196359,,6,true
k12-bangor-union-elementary,Bangor Union Elementary,k12,Butte,43,928673,281057,,5,false
k12-banning-unified,Banning Unified,k12,Riverside,949,49922810,15649472,,5,false
k12-banta-unified,Banta Unified,k12,San Joaquin,150,4297958,1339231,,5,false
k12-barstow-unified,Barstow Unified,k12,San Bernardino,1008,51538369,16404000,,10,false
k12-bayshore-elementary,Bayshore Elementary,k12,San Mateo,71,3913762,1304708,,5,false
k12-beaumont-unified,Beaumont Unified,k12,Riverside,2406,122755301,40619637,,6,false
k12-bella-vista-elementary,Bella Vista Elementary,k12,Shasta,97,3031702,919053,,5,false
k12-bellflower-unified,Bellflower Unified,k12,Los Angeles,1461,103461614,54957771,,5,true
k12-big-pine-unified,Big Pine Unified,k12,Inyo,71,2682121,1085778,,5,false
k12-big-sur-charter,Big Sur Charter,k12,Monterey,23,634468,168082,,0,false
k12-big-sur-unified,Big Sur Unified,k12,Monterey,20,492054,87917,,3,false
k12-biggs-unified,Biggs Unified,k12,Butte,145,4984824,1661661,,5,false
k12-birmingham-community-charter-high,Birmingham Community Charter High,k12,Los Angeles,432,30592649,12497109,,4,false
k12-bishop-unified,Bishop Unified,k12,Inyo,422,19111638,8309650,,5,false
k12-blochman-union-elementary,Blochman Union Elementary,k12,Santa Barbara,48,1748330,549553,,5,false
k12-blue-lake-union-elementary,Blue Lake Union Elementary,k12,Humboldt,75,1745366,636011,,5,false
k12-bonny-doon-union-elementary,Bonny Doon Union Elementary,k12,Santa Cruz,41,1381311,431991,,5,false
k12-bonsall-unified,Bonsall Unified,k12,San Diego,486,23326019,7584914,,5,false
k12-brawley-elementary,Brawley Elementary,k12,Imperial,749,43782112,12690450,,6,false
k12-brawley-union-high,Brawley Union High,k12,Imperial,391,22104098,6399534,,6,false
k12-brea-olinda-unified,Brea-Olinda Unified,k12,Orange,1153,53654152,16154619,,5,false
k12-brentwood-union,Brentwood Union,k12,Contra Costa,1651,82222553,24903009,,5,false
k12-bret-harte-union-high,Bret Harte Union High,k12,Calaveras,214,8358701,2730356,,5,false
k12-briggs-elementary,Briggs Elementary,k12,Ventura,89,4365543,1325872,,5,false
k12-brittan-elementary,Brittan Elementary,k12,Sutter,93,3392260,908772,,5,false
k12-buellton-union-elementary,Buellton Union Elementary,k12,Santa Barbara,242,9680664,2937750,,5,false
k12-butte-county-office-of-education,Butte County Office of Education,k12,Butte,1723,47614777,16545608,,8,false
k12-core-charter,CORE Charter,k12,Yuba,84,3933687,1307745,,0,false
k12-cajon-valley-union,Cajon Valley Union,k12,San Diego,3824,198424544,60395288,,6,false
k12-calaveras-county-office-of-education,Calaveras County Office of Education,k12,Calaveras,220,10615476,3635051,,6,false
k12-calexico-unified,Calexico Unified,k12,Imperial,1784,97176219,33189042,,5,false
k12-calistoga-joint-unified,Calistoga Joint Unified,k12,Napa,245,14434841,4552510,,4,false
k12-camino-nuevo-charter-academy,Camino Nuevo Charter Academy,k12,Los Angeles,183,7324049,1923216,,0,false
k12-camino-nuevo-charter-academy-2,Camino Nuevo Charter Academy #2,k12,Los Angeles,135,4617463,983814,,0,false
k12-camino-nuevo-charter-academy-4,Camino Nuevo Charter Academy #4,k12,Los Angeles,115,3426340,742456,,0,false
k12-camino-nuevo-elementary-3,Camino Nuevo Elementary #3,k12,Los Angeles,159,5125187,1078747,,0,false
k12-camino-nuevo-high-2,Camino Nuevo High #2,k12,Los Angeles,103,3919173,810917,,0,false
k12-camino-polytechnic,Camino Polytechnic,k12,El Dorado,7,149045,36962,,0,false
k12-camino-union-elementary,Camino Union Elementary,k12,El Dorado,126,3417109,980392,,5,false
k12-campbell-union,Campbell Union,k12,Santa Clara,1383,80837724,25316696,,6,false
k12-camptonville-elementary,Camptonville Elementary,k12,Yuba,20,569701,186884,,5,false
k12-capistrano-unified,Capistrano Unified,k12,Orange,7050,412282679,130023652,,7,true
k12-cardiff-elementary,Cardiff Elementary,k12,San Diego,250,8441519,2262790,,6,false
k12-carmel-unified,Carmel Unified,k12,Monterey,663,47516006,17026682,,5,true
k12-cascade-union-elementary,Cascade Union Elementary,k12,Shasta,407,12764561,4230252,,5,false
k12-castle-rock-union-elementary,Castle Rock Union Elementary,k12,Shasta,29,727094,239798,,5,false
k12-castro-valley-unified,Castro Valley Unified,k12,Alameda,1739,93878639,22307398,,8,false
k12-centinela-valley-union-high,Centinela Valley Union High,k12,Los Angeles,674,61395000,19947290,,5,false
k12-central-union-elementary,Central Union Elementary,k12,Kings,433,19443299,6952491,,5,false
k12-central-union-high,Central Union High,k12,Imperial,813,48190527,14286701,,6,true
k12-centralia-elementary,Centralia Elementary,k12,Orange,986,46734604,14321134,,5,false
k12-chaffey-joint-union-high,Chaffey Joint Union High,k12,San Bernardino,3551,233264377,89257205,,5,false
k12-charter-oak-unified,Charter Oak Unified,k12,Los Angeles,1104,49898933,16787077,,5,false
k12-chicago-park-elementary,Chicago Park Elementary,k12,Nevada,73,1489536,419981,,5,false
k12-chino-valley-unified,Chino Valley Unified,k12,San Bernardino,4182,239487243,68863102,,5,false
k12-chrysalis-charter,Chrysalis Charter,k12,Shasta,61,1466118,253354,,7,true
k12-chualar-union,Chualar Union,k12,Monterey,88,2898345,1287686,,5,false
k12-cinnabar-elementary,Cinnabar Elementary,k12,Sonoma,57,1918860,586410,,5,false
k12-citrus-springs-charter,Citrus Springs Charter,k12,Orange,136,2830294,922158,,0,false
k12-clay-joint-elementary,Clay Joint Elementary,k12,Fresno,49,1837811,662610,,3,false
k12-clovis-unified,Clovis Unified,k12,Fresno,8797,406896907,139187669,,8,false
k12-coachella-valley-unified,Coachella Valley Unified,k12,Riverside,3265,215663077,87052701,,7,false
k12-cold-spring-elementary,Cold Spring Elementary,k12,Santa Barbara,80,3221196,1080004,,5,false
k12-college-bridge-academy,College Bridge Academy,k12,Inyo,48,2061818,512179,,0,false
k12-colton-joint-unified,Colton Joint Unified,k12,San Bernardino,3540,220517420,84825143,,7,false
k12-columbia-elementary,Columbia Elementary,k12,Shasta,242,8422076,2817400,,5,false
k12-columbine-elementary,Columbine Elementary,k12,Tulare,38,1456538,559711,,3,false
k12-community-collaborative-charter-sacramento,Community Collaborative Charter (Sacramento),k12,Sacramento,192,6514372,3712131,,0,true
k12-community-outreach-academy,Community Outreach Academy,k12,Sacramento,405,15282115,9189530,,0,true
k12-conejo-valley-unified,Conejo Valley Unified,k12,Ventura,3250,161847226,52409828,,5,true
k12-corning-union-elementary,Corning Union Elementary,k12,Tehama,427,17012359,6495948,,5,true
k12-corona-norco-unified,Corona-Norco Unified,k12,Riverside,7563,485787904,136887451,,7,true
k12-coronado-unified,Coronado Unified,k12,San Diego,813,30628175,10911659,,5,false
k12-cucamonga-elementary,Cucamonga Elementary,k12,San Bernardino,544,33625073,12297739,,6,false
k12-cuddeback-union-elementary,Cuddeback Union Elementary,k12,Humboldt,58,1382893,562178,,5,true
k12-culver-city-unified,Culver City Unified,k12,Los Angeles,1316,75032552,22171293,,5,false
k12-cupertino-union,Cupertino Union,k12,Santa Clara,2378,151636579,50101244,,6,false
k12-cutten-elementary,Cutten Elementary,k12,Humboldt,166,5285249,1690897,,5,false
k12-cypress-elementary,Cypress Elementary,k12,Orange,692,32991505,11728586,,7,false
k12-del-mar-union-elementary,Del Mar Union Elementary,k12,San Diego,1222,49848207,14965337,,5,false
k12-delano-joint-union-high,Delano Joint Union High,k12,Kern,840,46046557,17837534,,6,false
k12-delano-union-elementary,Delano Union Elementary,k12,Kern,1524,76455909,29543683,,5,false
k12-delphic-elementary,Delphic Elementary,k12,Siskiyou,14,538584,153058,,3,true
k12-denair-unified,Denair Unified,k12,Stanislaus,549,12003967,3388012,,5,false
k12-dinuba-unified,Dinuba Unified,k12,Tulare,1104,62825739,21637883,,5,true
k12-dos-palos-oro-loma-joint-unified,Dos Palos Oro Loma Joint Unified,k12,Merced,542,21712693,8187664,,4,false
k12-duarte-unified,Duarte Unified,k12,Los Angeles,704,31572577,7765925,,6,false
k12-dublin-unified,Dublin Unified,k12,Alameda,2011,125437482,30371197,,5,false
k12-dunsmuir-joint-union-high,Dunsmuir Joint Union High,k12,Siskiyou,36,1198721,464237,,5,false
k12-east-side-union-high,East Side Union High,k12,Santa Clara,3306,212007541,91685274,,5,false
k12-east-whittier-city-elementary,East Whittier City Elementary,k12,Los Angeles,1526,84219178,28936594,,5,false
k12-el-centro-elementary,El Centro Elementary,k12,Imperial,1277,62148683,18453205,,6,false
k12-el-dorado-union-high,El Dorado Union High,k12,El Dorado,1213,57171710,18004043,,5,true
k12-el-monte-city,El Monte City,k12,Los Angeles,1549,104964609,33645382,,6,false
k12-el-monte-union-high,El Monte Union High,k12,Los Angeles,1703,104301898,34144578,,5,false
k12-emery-unified,Emery Unified,k12,Alameda,164,7652874,3512311,,5,false
k12-empire-springs-charter,Empire Springs Charter,k12,San Bernardino,289,10137340,3314731,,0,false
k12-empowering-possibilities-international-charter,Empowering Possibilities International Charter,k12,Yolo,157,3473180,2177483,,0,true
k12-encinitas-union-elementary,Encinitas Union Elementary,k12,San Diego,1091,49846603,14268493,,4,true
k12-epic-california-academy,Epic California Academy,k12,Orange,83,6815252,1706353,,5,false
k12-escalon-unified,Escalon Unified,k12,San Joaquin,532,24632196,7501315,,5,false
k12-escondido-charter-high,Escondido Charter High,k12,San Diego,130,6826479,2292729,,5,false
k12-escondido-union-high,Escondido Union High,k12,San Diego,1510,80886683,29798655,,5,true
k12-esparto-unified,Esparto Unified,k12,Yolo,285,10688359,3652520,,5,false
k12-excel-academy-charter-san-bernardino,Excel Academy Charter (San Bernardino),k12,San Bernardino,156,4884644,1089145,,0,false
k12-excel-academy-charter-san-diego,Excel Academy Charter (San Diego),k12,San Diego,156,7969679,1777036,,0,false
k12-fall-river-joint-unified,Fall River Joint Unified,k12,Shasta,338,11788501,4134190,,5,false
k12-fallbrook-union-elementary,Fallbrook Union Elementary,k12,San Diego,1263,62754008,22239000,,6,false
k12-farmersville-unified,Farmersville Unified,k12,Tulare,631,26893390,10085950,,4,false
k12-fenton-primary-center,Fenton Primary Center,k12,Los Angeles,538,26291987,6967521,,0,false
k12-ferndale-unified,Ferndale Unified,k12,Humboldt,149,4812744,1968439,,5,false
k12-fillmore-unified,Fillmore Unified,k12,Ventura,811,40758361,17629678,,5,false
k12-firebaugh-las-deltas-unified,Firebaugh-Las Deltas Unified,k12,Fresno,547,26529027,8532669,,5,true
k12-flournoy-union-elementary,Flournoy Union Elementary,k12,Tehama,13,422920,113055,,5,false
k12-folsom-cordova-unified,Folsom-Cordova Unified,k12,Sacramento,4181,212109964,60448143,,6,true
k12-fontana-unified,Fontana Unified,k12,San Bernardino,5982,360996163,145342927,,5,false
k12-foresthill-union-elementary,Foresthill Union Elementary,k12,Placer,119,3954177,1290845,,5,true
k12-forestville-union-elementary,Forestville Union Elementary,k12,Sonoma,79,3217109,1387726,,5,false
k12-fort-ross-elementary,Fort Ross Elementary,k12,Sonoma,17,482125,232664,,3,false
k12-fortuna-elementary,Fortuna Elementary,k12,Humboldt,308,11046201,4300934,,5,false
k12-fountain-valley-elementary,Fountain Valley Elementary,k12,Orange,1165,59939599,17815187,,5,false
k12-fowler-unified,Fowler Unified,k12,Fresno,584,29186310,10730267,,5,false
k12-franklin-mckinley-elementary,Franklin-McKinley Elementary,k12,Santa Clara,1161,72765448,23227759,,6,false
k12-french-gulch-whiskeytown-elementary,French Gulch-Whiskeytown Elementary,k12,Shasta,20,290580,51200,,3,false
k12-freshwater-elementary,Freshwater Elementary,k12,Humboldt,124,2713034,1044968,,5,false
k12-fresno-unified,Fresno Unified,k12,Fresno,16225,842688125,360794719,,1,false
k12-fruitvale-elementary,Fruitvale Elementary,k12,Kern,847,27430346,10598338,,4,false
k12-fullerton-elementary,Fullerton Elementary,k12,Orange,2343,117540222,44631357,,5,true
k12-futures-high,Futures High,k12,Sacramento,159,3791513,2256770,,0,true
k12-galt-joint-union-elementary,Galt Joint Union Elementary,k12,Sacramento,807,34271579,9826994,,4,false
k12-garden-grove-unified,Garden Grove Unified,k12,Orange,8061,474187353,205811021,,5,false
k12-gateway-international,Gateway International,k12,Sacramento,204,5210670,3144999,,0,true
k12-gateway-unified,Gateway Unified,k12,Shasta,602,24316293,7809608,,5,false
k12-gerber-union-elementary,Gerber Union Elementary,k12,Tehama,107,4044498,1551008,,5,false
k12-geyserville-unified,Geyserville Unified,k12,Sonoma,78,2722286,930589,,5,false
k12-gilroy-unified,Gilroy Unified,k12,Santa Clara,1535,89373528,16536426,,8,false
k12-golden-feather-union-elementary,Golden Feather Union Elementary,k12,Butte,48,1028497,457134,,5,false
k12-granite-mountain-charter,Granite Mountain Charter,k12,San Bernardino,355,30954821,8121237,,5,false
k12-grant-elementary,Grant Elementary,k12,Shasta,146,4952481,1625391,,5,false
k12-grass-valley-elementary,Grass Valley Elementary,k12,Nevada,482,16024398,4677177,,7,false
k12-gravenstein-union-elementary,Gravenstein Union Elementary,k12,Sonoma,204,8288422,2590876,,5,false
k12-graves-elementary,Graves Elementary,k12,Monterey,14,316400,117114,,3,false
k12-greenfield-union,Greenfield Union,k12,Kern,2456,102570025,36927765,,5,false
k12-grossmont-union-high,Grossmont Union High,k12,San Diego,3374,194768504,67779125,,6,false
k12-hanford-elementary,Hanford Elementary,k12,Kings,1163,57385491,19228796,,5,false
k12-happy-valley-elementary,Happy Valley Elementary,k12,Santa Cruz,43,1108520,320072,,5,false
k12-happy-valley-union-elementary,Happy Valley Union Elementary,k12,Shasta,123,3733514,1351124,,6,false
k12-harbor-springs-charter,Harbor Springs Charter,k12,San Diego,148,2043333,563411,,8,false
k12-harmony-union-elementary,Harmony Union Elementary,k12,Sonoma,73,3744303,2178247,,5,false
k12-hawking-s-t-e-a-m-charter,Hawking S.T.E.A.M. Charter,k12,San Diego,262,10221061,2355968,,5,false
k12-hawthorne,Hawthorne,k12,Los Angeles,1131,81894369,33089567,,5,false
k12-healdsburg-unified,Healdsburg Unified,k12,Sonoma,405,19314999,5783038,,5,false
k12-heber-elementary,Heber Elementary,k12,Imperial,321,13752507,4358434,,5,false
k12-hemet-unified,Hemet Unified,k12,Riverside,4852,272891735,86129932,,8,false
k12-heritage-k-8-charter,Heritage K-8 Charter,k12,San Diego,248,8075483,3346891,,5,false
k12-hermosa-beach-city-elementary,Hermosa Beach City Elementary,k12,Los Angeles,281,12705524,3391793,,5,false
k12-hesperia-unified,Hesperia Unified,k12,San Bernardino,3563,204220530,67171613,,5,false
k12-higher-learning-academy,Higher Learning Academy,k12,Sacramento,165,3557441,2120340,,0,true
k12-hillsborough-city-elementary,Hillsborough City Elementary,k12,San Mateo,276,22921161,6789569,,5,false
k12-hilmar-unified,Hilmar Unified,k12,Merced,525,21937387,7769963,,7,false
k12-holtville-unified,Holtville Unified,k12,Imperial,434,18592457,5708482,,5,true
k12-hope-elementary-santa-barbara,Hope Elementary (Santa Barbara),k12,Santa Barbara,276,11845206,2909179,,5,false
k12-horizon-charter,Horizon Charter,k12,Placer,160,10989074,3149827,,0,false
k12-hughson-unified,Hughson Unified,k12,Stanislaus,610,20722706,6739288,,6,false
k12-humboldt-county-office-of-education,Humboldt County Office of Education,k12,Humboldt,756,24407154,11844662,,6,false
k12-huntington-beach-city-elementary,Huntington Beach City Elementary,k12,Orange,907,46806468,16148073,,5,true
k12-imperial-unified,Imperial Unified,k12,Imperial,886,44326397,14195215,,5,false
k12-inland-empire-springs-charter,Inland Empire Springs Charter,k12,San Bernardino,94,1038030,376951,,0,false
k12-invictus-leadership-academy,Invictus Leadership Academy,k12,Los Angeles,44,1372329,62468,,0,false
k12-inyo-county-office-of-education,Inyo County Office of Education,k12,Inyo,184,6922013,2745180,,5,false
k12-jamul-dulzura-union-elementary,Jamul-Dulzura Union Elementary,k12,San Diego,236,6973944,2588008,,5,false
k12-jefferson-elementary-san-joaquin,Jefferson Elementary (San Joaquin),k12,San Joaquin,490,20994830,6263525,,5,false
k12-jefferson-elementary-san-mateo,Jefferson Elementary (San Mateo),k12,San Mateo,978,50333637,17391245,,5,false
k12-julian-charter,Julian Charter,k12,San Diego,264,12188588,4183654,,7,false
k12-junction-elementary-shasta,Junction Elementary (Shasta),k12,Shasta,118,2950768,1000616,,5,false
k12-kairos-public,Kairos Public,k12,Solano,112,4297522,997242,,7,false
k12-kashia-elementary,Kashia Elementary,k12,Sonoma,9,248248,75792,,3,false
k12-kelseyville-unified,Kelseyville Unified,k12,Lake,371,16131084,6574885,,5,false
k12-kernville-union-elementary,Kernville Union Elementary,k12,Kern,260,9586026,3668027,,5,false
k12-kings-county-office-of-education,Kings County Office of Education,k12,Kings,888,30481450,12349829,,7,false
k12-kit-carson-union-elementary,Kit Carson Union Elementary,k12,Kings,190,3903352,1322434,,5,false
k12-konocti-unified,Konocti Unified,k12,Lake,766,37308060,15777376,,5,false
k12-la-mesa-spring-valley,La Mesa-Spring Valley,k12,San Diego,2991,130916845,40918279,,4,false
k12-lafayette-elementary,Lafayette Elementary,k12,Contra Costa,666,32335953,11335982,,3,false
k12-laguna-beach-unified,Laguna Beach Unified,k12,Orange,737,45453580,14349328,,3,true
k12-laguna-joint-elementary,Laguna Joint Elementary,k12,Marin,18,163562,64687,,5,false
k12-lagunita-elementary,Lagunita Elementary,k12,Monterey,18,501247,280840,,3,false
k12-lake-county-office-of-education,Lake County Office of Education,k12,Lake,200,9540229,4224916,,7,false
k12-lake-tahoe-unified,Lake Tahoe Unified,k12,El Dorado,622,34677822,11792100,,4,false
k12-lakeside-union-elementary-san-diego,Lakeside Union Elementary (San Diego),k12,San Diego,1639,45563086,29941405,,5,false
k12-lamont-elementary,Lamont Elementary,k12,Kern,746,28200969,10816163,,5,false
k12-larchmont-charter,Larchmont Charter,k12,Los Angeles,405,16203265,4660701,,0,false
k12-larkspur-corte-madera,Larkspur-Corte Madera,k12,Marin,266,15784846,4560878,,5,false
k12-lassen-county-office-of-education,Lassen County Office of Education,k12,Lassen,184,4990032,1957953,,7,false
k12-lawndale-elementary,Lawndale Elementary,k12,Los Angeles,1121,67070059,20055595,,5,false
k12-lemon-grove,Lemon Grove,k12,San Diego,717,35655719,11611845,,5,false
k12-liberty-elementary-sonoma,Liberty Elementary (Sonoma),k12,Sonoma,80,2922264,706125,,5,false
k12-life-learning-academy-charter,Life Learning Academy Charter,k12,San Francisco,51,2011821,100272,,0,false
k12-lindsay-unified,Lindsay Unified,k12,Tulare,1075,55779742,18941710,,5,true
k12-little-lake-city-elementary,Little Lake City Elementary,k12,Los Angeles,813,38465023,14030019,,6,false
k12-live-oak-elementary,Live Oak Elementary,k12,Santa Cruz,574,17587421,5860403,,6,false
k12-live-oak-unified,Live Oak Unified,k12,Sutter,484,20203169,7602394,,5,true
k12-loma-prieta-joint-union-elementary,Loma Prieta Joint Union Elementary,k12,Santa Clara,122,4664823,1276448,,5,false
k12-long-beach-unified,Long Beach Unified,k12,Los Angeles,12208,724424933,272881522,,5,false
k12-long-valley,Long Valley,k12,Lassen,19,836413,240000,,5,false
k12-loomis-union-elementary,Loomis Union Elementary,k12,Placer,483,20024614,5889269,,5,true
k12-los-alamitos-unified,Los Alamitos Unified,k12,Orange,1843,88684806,28450070,,5,true
k12-los-altos-elementary,Los Altos Elementary,k12,Santa Clara,704,42718276,15517031,,4,true
k12-los-angeles-county-office-of-education,Los Angeles County Office of Education,k12,Los Angeles,2801,187919135,54482030,,7,true
k12-los-olivos-elementary,Los Olivos Elementary,k12,Santa Barbara,38,1243113,332886,,5,false
k12-lowell-joint,Lowell Joint,k12,Orange,619,29821596,10901145,,5,false
k12-lucerne-elementary,Lucerne Elementary,k12,Lake,78,2586369,1080061,,3,false
