# Citizen Ledger — K-12 schools — COMPLETE LAYER EXPORT
# Source dataset: California Department of Education — SACS unaudited actuals, Current Expense of Education, and LCFF summary data
# Accounting basis: Unaudited actual expenditures as filed under the state's Standardized Account Code Structure (SACS); Current Expense of Education
# Gate tier: GATED TO THE CENT for school districts, against the Department of Education's published Current Expense of Education. County offices and charter schools are RECORDS ONLY — the Department excludes them from its per-pupil statistic and so does the Ledger
# Units: dollars; ADA in average daily attendance
# Measured as: UNAUDITED ACTUAL EXPENDITURES AS FILED UNDER THE STATE'S STANDARDIZED ACCOUNT CODE STRUCTURE (SACS) · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · GATED TO THE CENT FOR SCHOOL DISTRICTS, AGAINST THE DEPARTMENT OF EDUCATION'S PUBLISHED CURRENT EXPENSE OF EDUCATION
# Data generated: 2026-07-25
# Exported: 2026-07-31
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# record_type distinguishes district / county-office / charter. Only district rows enter any per-pupil comparison; do not compute one across record types.
# revenue_tier states the tier of that row's revenue figures, which is NOT the same tier as the expenditure figures beside them.
# Function columns: exp_instruction_usd = Instruction; exp_instrRelated_usd = Instruction-related services; exp_pupilServices_usd = Pupil services; exp_ancillary_usd = Ancillary services; exp_community_usd = Community services; exp_enterprise_usd = Enterprise; exp_genAdmin_usd = General administration; exp_plant_usd = Plant services; exp_otherOutgo_usd = Other outgo
slug,record_type,name,county,district_type,cds,nces,fiscal_year,ada,current_expense_usd,ce_published_usd,revenue_tier,rev_lcffStateAid_usd,rev_propertyTaxes_usd,rev_lcffTransfers_usd,rev_otherState_usd,rev_localOther_usd,rev_federal_usd,exp_instruction_usd,exp_instrRelated_usd,exp_pupilServices_usd,exp_ancillary_usd,exp_community_usd,exp_enterprise_usd,exp_genAdmin_usd,exp_plant_usd,exp_otherOutgo_usd
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2017-18,290.03,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2018-19,272.98,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2019-20,236.1,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2020-21,236.1,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2021-22,196.47,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2022-23,203.9,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2023-24,215.13,,,,,,,,,,,,,,,,,,
ace-esperanza-middle,charter,ACE Esperanza Middle,Santa Clara,,,,2024-25,190.16,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2016-17,180.98,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2017-18,239.27,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2018-19,246.97,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2019-20,223.6,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2020-21,223.6,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2021-22,208.06,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2022-23,218.35,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2023-24,203.35,,,,,,,,,,,,,,,,,,
ace-inspire-academy,charter,ACE Inspire Academy,Santa Clara,,,,2024-25,185.01,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2016-17,688.53,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2017-18,642.49,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2018-19,612.05,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2019-20,614.11,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2020-21,614.11,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2021-22,500.3,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2022-23,520.33,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2023-24,519.3,,,,,,,,,,,,,,,,,,
achieve-academy,charter,Achieve Academy,Alameda,,,,2024-25,523.91,,,,,,,,,,,,,,,,,,
achieve-charter-high,charter,Achieve Charter High,Butte,,,,2018-19,45.77,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-chico,charter,Achieve Charter School of Chico,Butte,,,,2021-22,183.11,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-chico,charter,Achieve Charter School of Chico,Butte,,,,2022-23,207.96,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-chico,charter,Achieve Charter School of Chico,Butte,,,,2023-24,201.65,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-chico,charter,Achieve Charter School of Chico,Butte,,,,2024-25,211.75,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2016-17,226.21,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2017-18,226.57,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2018-19,229.62,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2019-20,207.13,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2020-21,207.13,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2021-22,94.98,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2022-23,109.43,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2023-24,133.15,,,,,,,,,,,,,,,,,,
achieve-charter-school-of-paradise-inc,charter,Achieve Charter School of Paradise Inc.,Butte,,,,2024-25,158.91,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2016-17,267.91,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2017-18,274.98,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2018-19,274.8,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2019-20,287.41,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2020-21,287.41,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2021-22,273.68,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2022-23,274.71,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2023-24,288.27,,,,,,,,,,,,,,,,,,
adelante-charter,charter,Adelante Charter,Santa Barbara,,,,2024-25,291.77,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2018-19,68.28,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2019-20,88.53,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2020-21,132.1,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2021-22,140.17,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2022-23,113.37,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2023-24,94.28,,,,,,,,,,,,,,,,,,
aerostem-academy,charter,AeroSTEM Academy,Sutter,,,,2024-25,107.59,,,,,,,,,,,,,,,,,,
agnes-j-johnson-charter,charter,Agnes J. Johnson Charter,Humboldt,,,,2020-21,93.5,,,,,,,,,,,,,,,,,,
agnes-j-johnson-charter,charter,Agnes J. Johnson Charter,Humboldt,,,,2021-22,83.13,,,,,,,,,,,,,,,,,,
agnes-j-johnson-charter,charter,Agnes J. Johnson Charter,Humboldt,,,,2022-23,76.57,,,,,,,,,,,,,,,,,,
agnes-j-johnson-charter,charter,Agnes J. Johnson Charter,Humboldt,,,,2023-24,74.13,,,,,,,,,,,,,,,,,,
agnes-j-johnson-charter,charter,Agnes J. Johnson Charter,Humboldt,,,,2024-25,77.38,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2016-17,253.07,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2017-18,341.38,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2018-19,379.39,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2019-20,397.49,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2020-21,413.6,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2021-22,423.73,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2022-23,393.12,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2023-24,345.24,,,,,,,,,,,,,,,,,,
aims-college-prep-high,charter,AIMS College Prep High,Alameda,,,,2024-25,359,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2016-17,141.5,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2017-18,142.74,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2018-19,155.65,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2019-20,228.65,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2020-21,229.2,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2021-22,221.6,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2022-23,205.54,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2023-24,195.83,,,,,,,,,,,,,,,,,,
aims-college-prep-middle,charter,AIMS College Prep Middle,Alameda,,,,2024-25,181.25,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2017-18,1336.54,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2018-19,1243.57,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2019-20,1267.92,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2020-21,1267.92,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2021-22,1068.32,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2022-23,1068.53,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2023-24,1069.34,,,,,,,,,,,,,,,,,,
alain-leroy-locke-college-preparatory-academy,charter,Alain Leroy Locke College Preparatory Academy,Los Angeles,,,,2024-25,972,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2016-17,343.26,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2017-18,345.64,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2018-19,332.06,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2019-20,339.83,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2020-21,339.83,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2021-22,331.56,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2022-23,366.41,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2023-24,364.55,,,,,,,,,,,,,,,,,,
alameda-community-learning-center,charter,Alameda Community Learning Center,Alameda,,,,2024-25,321.86,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2016-17,588.16,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2017-18,582.48,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2018-19,580.12,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2019-20,579.81,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2020-21,579.81,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2021-22,1319.62,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2022-23,1345.99,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2023-24,1370.92,,,,,,,,,,,,,,,,,,
albert-einstein-academies,charter,Albert Einstein Academies,San Diego,,,,2024-25,1367.4,,,,,,,,,,,,,,,,,,
albert-einstein-academy-charter-elementary,charter,Albert Einstein Academy Charter Elementary,San Diego,,,,2016-17,769.46,,,,,,,,,,,,,,,,,,
albert-einstein-academy-charter-elementary,charter,Albert Einstein Academy Charter Elementary,San Diego,,,,2017-18,773.6,,,,,,,,,,,,,,,,,,
albert-einstein-academy-charter-elementary,charter,Albert Einstein Academy Charter Elementary,San Diego,,,,2018-19,776.92,,,,,,,,,,,,,,,,,,
albert-einstein-academy-charter-elementary,charter,Albert Einstein Academy Charter Elementary,San Diego,,,,2019-20,784.64,,,,,,,,,,,,,,,,,,
albert-einstein-academy-charter-elementary,charter,Albert Einstein Academy Charter Elementary,San Diego,,,,2020-21,784.64,,,,,,,,,,,,,,,,,,
albert-einstein-academy-for-letters-arts-and-sciences,charter,"Albert Einstein Academy for Letters, Arts and Sciences",Los Angeles,,,,2016-17,437.97,,,,,,,,,,,,,,,,,,
albert-einstein-academy-for-letters-arts-and-sciences-steam,charter,"Albert Einstein Academy for Letters, Arts and Sciences-STEAM",Los Angeles,,,,2016-17,452.22,,,,,,,,,,,,,,,,,,
albert-einstein-academy-for-letters-arts-sciences-agua-dulce-partnership-academy,charter,"Albert Einstein Academy for Letters, Arts & Sciences - Agua Dulce Partnership Academy",Los Angeles,,,,2016-17,130.03,,,,,,,,,,,,,,,,,,
albert-einstein-academy-for-letters-arts-sciences-odyssey,charter,"Albert Einstein Academy for Letters, Arts & Sciences - Odyssey",Los Angeles,,,,2016-17,195.4,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2016-17,439.05,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2017-18,441.41,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2018-19,475.42,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2019-20,442.12,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2020-21,442.12,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2021-22,452.6,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2022-23,442.39,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2023-24,447.56,,,,,,,,,,,,,,,,,,
alder-grove-charter-school-2,charter,Alder Grove Charter School 2,Humboldt,,,,2024-25,487.12,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2016-17,53.52,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2017-18,47.67,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2018-19,47.78,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2019-20,56.54,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2020-21,58.7,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2021-22,60.71,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2022-23,58.81,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2023-24,66.29,,,,,,,,,,,,,,,,,,
all-tribes-charter,charter,All Tribes Charter,San Diego,,,,2024-25,79.85,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2016-17,48.86,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2017-18,52.24,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2018-19,45.94,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2019-20,51.27,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2020-21,53.5,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2021-22,55.4,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2022-23,48.24,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2023-24,57.69,,,,,,,,,,,,,,,,,,
all-tribes-elementary-charter,charter,All Tribes Elementary Charter,San Diego,,,,2024-25,74.05,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2018-19,458.95,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2019-20,635.14,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2020-21,773.6,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2021-22,843.2,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2022-23,897.4,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2023-24,904.1,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive,charter,Allegiance STEAM Academy - Thrive,San Bernardino,,,,2024-25,900.51,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive-fontana,charter,"Allegiance STEAM Academy - Thrive, Fontana",San Bernardino,,,,2023-24,196.61,,,,,,,,,,,,,,,,,,
allegiance-steam-academy-thrive-fontana,charter,"Allegiance STEAM Academy - Thrive, Fontana",San Bernardino,,,,2024-25,238.69,,,,,,,,,,,,,,,,,,
alliance-alice-m-baxter-college-ready-high,charter,Alliance Alice M. Baxter College-Ready High,Los Angeles,,,,2017-18,300.25,,,,,,,,,,,,,,,,,,
alliance-alice-m-baxter-college-ready-high,charter,Alliance Alice M. Baxter College-Ready High,Los Angeles,,,,2018-19,273.36,,,,,,,,,,,,,,,,,,
alliance-alice-m-baxter-college-ready-high,charter,Alliance Alice M. Baxter College-Ready High,Los Angeles,,,,2019-20,238.01,,,,,,,,,,,,,,,,,,
alliance-alice-m-baxter-college-ready-high,charter,Alliance Alice M. Baxter College-Ready High,Los Angeles,,,,2020-21,238.01,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2017-18,475.48,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2018-19,467.91,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2019-20,457.38,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2020-21,457.38,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2021-22,442.82,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2022-23,438.12,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2023-24,452.17,,,,,,,,,,,,,,,,,,
alliance-cindy-and-bill-simon-technology-academy-high,charter,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles,,,,2024-25,433.19,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2017-18,423.44,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2018-19,441.75,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2019-20,445.26,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2020-21,453.6,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2021-22,460.11,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2022-23,474.45,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2023-24,466.8,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-12,charter,Alliance College-Ready Middle Academy 12,Los Angeles,,,,2024-25,471.07,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2017-18,438.54,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2018-19,437.76,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2019-20,436.71,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2020-21,436.71,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2021-22,417.38,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2022-23,431.49,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2023-24,435,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-4,charter,Alliance College-Ready Middle Academy 4,Los Angeles,,,,2024-25,459.81,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-5,charter,Alliance College-Ready Middle Academy 5,Los Angeles,,,,2017-18,283.53,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-5,charter,Alliance College-Ready Middle Academy 5,Los Angeles,,,,2018-19,250.94,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-5,charter,Alliance College-Ready Middle Academy 5,Los Angeles,,,,2019-20,240.87,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-5,charter,Alliance College-Ready Middle Academy 5,Los Angeles,,,,2020-21,240.87,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2017-18,424.41,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2018-19,428.58,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2019-20,433.2,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2020-21,433.2,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2021-22,384.7,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2022-23,372.62,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2023-24,358.61,,,,,,,,,,,,,,,,,,
alliance-college-ready-middle-academy-8,charter,Alliance College-Ready Middle Academy 8,Los Angeles,,,,2024-25,364.85,,,,,,,,,,,,,,,,,,
alliance-collins-family-college-ready-high,charter,Alliance Collins Family College-Ready High,Los Angeles,,,,2017-18,578.14,,,,,,,,,,,,,,,,,,
alliance-collins-family-college-ready-high,charter,Alliance Collins Family College-Ready High,Los Angeles,,,,2018-19,572.84,,,,,,,,,,,,,,,,,,
